[[0:05 | t=5]] [музыка]
[[35:02 | t=2102]] с 15-2 и разбивать их на разные гипотезы, потом масштабировать та, которая взлетела. Так, тут от себя скажу, уважаемые коллеги и собственники бизнесов, помните про сегментирование вашей аудитории. Если вы одно SMS-сообщение разошлёте на аудиторию мужчины и женщины от 18 до 80 лет, то очень спорным будет результат вашей Ничего не получится. Да, ничего не получится. Вот, Иван, большое тебе спасибо за
[[35:33 | t=2133]] доклад, за тае крутое общение, полезные ответы на вопросы. Прошу тебя прийти к нам в чат, ответить письменно на всё, что не успели устно. И жму тебе руку. Рад буду встрече на новых конференциях. Взаимно сейчас в чатик. И всем удачи. Спасибо. Спасибо тебе. А мы двигаемся дальше. Уважаемые зрители, я напоминаю, вот сейчас я зачитывал вопросы спикеру из соответствующей вкладки вопросы. Я
[[36:04 | t=2164]] видел, что в чат что-то приходит, но уже в конце я не вижу ваши вопросы, если вы просто в чат их кидаете. Поэтому, пожалуйста, задавайте вопросы в соответствующий раздел. А мы переходим к нашему следующему спикеру. Максим Аганов. Максим фаoer Аганов Digital и Аганов Consultлн. Макс, ты в прямом эфире. Привет. Как меня видно? Слышно? Всё супер видно потрясающе. Слышно тоже ты как всегда на
[[36:34 | t=2194]] высоте. Надеюсь, ты заряжен сегодня. Будешь будешь нас впечатлять? Ну посмотрим, какая аудитория собралась. Если те, кто провит вообще ничего не знают, то впечатлений будет много. Если те, кто уже с площадкой работает, чуть поменьше, но постараюсь впечатлять на максимум. Кстати, поставьте плюс работать свито. Максим, Максим, секунду. Прямо вот я хочу тебе последнее вот напутствие дать. Вот самое главное, я буду счастлив видеть твою искромётную улыбку чаще в процессе
[[37:04 | t=2224]] выступления. Передаю тебе слово и желаю удачи. Огонь. Огонь. Спасибо, коллеги. Рад всех приветствовать. А, вижу плюсики в чат полетели те, кто работает с Авито. Поставьте тогда минусы, кто с Авито не работает. Также важно понимать, на самом деле, кто агентство, кто предприниматели здесь собрались. Поставьте единичку, кто маркетолог либо агентство, двойку, кто, соответственно, там предприниматель, у кого бизнес, там товарные услуги, недвижка, что-то ещё. Будет интересно посмотреть. А в ходе доклада буду,
[[37:36 | t=2256]] соответственно, там приводить примеры какие-то, которые будут более актуальны для нашей аудитории. Супер. Вижу, что на самом деле большая часть, а, на самом деле, маркетологов и агентств. У некоторых есть опыт Савита, но также присутствуют и предприниматели. Круто. Тогда давайте, у нас времени не супер много. Постараюсь максимально концентрированную информацию вам дать. А, немножко такое хайповое название доклада с нуля до миллиона. Как вообще заработать и зарабатывать на Авито в этом году? То есть разберём методики,
[[38:07 | t=2287]] лайфхаки, кейсы в конце. Также поговорим о цифрах, о статистике, про площадку и, конечно же, блок вопросов-ответов наш любимый. Плюс буду отвечать в чате. Итак, давайте вкратце познакомимся. Те, кто ещё со мной не знаком, меня зовут Максим Аганов. Я основатель агентства комплексного интернет-маркетинга Аганов Digital, также эксперт и преподаватель в официальной бизнес-школе Авито. Мы с вами уже ранее, возможно, могли встречаться, потому что я спикер и преподаватель на различных онлайн-конференциях, которые организовывают лайкцентр, Елама,
[[38:37 | t=2317]] университет Синергия, Деловая среда, Минэкономразвития и ещё ряд других крупных образовательных проектов. А стоит также рассказать про наше агентство. Мы официальный партнёр Авито, сертифицированный партнёр. С Авито работаем больше уже 7 лет, на самом деле. И примерно пять экспертов у нас на проекте работает с заказчиком. Нам доверяет большое количество брендов. Всё это нам, опять же удаётся добиваться и удерживать за счёт нашего подхода. А
[[39:07 | t=2347]] кто был пару-тройку недель назад на вебинаре также про допродажи, поставьте тоже плюсик. А, возможно, помните, что мы вокруг клиента собираем такую целую экосистему инструментов и сервисов, ээ, за счёт которых мы можем давать бизнес-результат нашему клиенту. Как вы видите, а в верхнем углу Авито - это лишь одна из немногих площадок, с которой мы работаем, но мы с неё начинали, и там экспертизы в ней огромное количество. И как раз в этом вся и фишка, что для вас, как для
[[39:38 | t=2378]] агентства, Авито может стать там новой площадкой в вашем портфеле услуг. Мы за омниканальность, мы за то, чтобы строить там целые экосистемы и за стратегию таких кросснальных продаж. Обратите внимание на слайд, как вообще может выглядеть работа в рамках одного клиента в вашем агентском портфеле. Вы работаете с заказчиком по контексту, по таргету ВК, например, подключаете Авито и какие-то ещё дополнительные инструменты. Поэтому я бы хотел, чтобы сегодня агентски маркетологи рассмотрели, а Авито, кто ещё не
[[40:09 | t=2409]] работает, с точки зрения именно дополнительного канала продаж, а, соответственно, предприниматели, которые тоже отметились в чате, а, рассмотрели Авито как площадку, на которую стоит выходить и начинать зарабатывать в этом году, пока ещё Авито не превратился в Алы океан. Итак, давайте начнём со статистики. Авито сейчас является лидером рынка интернет-объявлений в России, но на самом деле ещё и в мире. То есть Авито является, только вдумайтесь, самой популярной площадкой, а именно доской объявлений, да? То есть
[[40:40 | t=2440]] тоже есть такое понятие, как Marketplй. Авита не Marketplйс. Авита всё-таки позиционирует себя как classified. Classified - это доска объявлений. И в двадцать первом году Авита завоевала мировое первенство, отобрала у американской площадкийст и, соответственно, до сих пор его удерживают спустя уже столько лет. И самая главная фишка, что общая аудитория площадки Авито млн пользователей и даже больше. И обратите внимание, что Авито представлена во всех направлениях в правой части слайда.
[[41:10 | t=2470]] Здесь мы можем видеть, что вы можете не только продвигать свои товары, услуги, но и также покупать и продавать объекты недвижимости, спецтранспорт, а искать сотрудников, а потенциальные пользователи могут ещё искать и работу. То есть здесь опять же Авито важно понимать, что это вертикальный классиifй, и в этом его фишка. А поскольку, если мы заходим на Headhunter, мы можем найти там только работу как пользователь. Если мы заходим на Н, то опять же только найти недвижку, найти аренду, покупку квартиры и так далее. Тот же самый сценарий, если мы
[[41:40 | t=2500]] заходим на а втору. То есть мы можем найти там транспорт, авто там и прочее, но на Авито мы можем найти всё, то есть и товарный сегмент, конечно же, тоже, как на маркетплейсах. И поэтому, а, я обращаю ваше внимание, в нижнем правом углу слайда вы можете видеть цифры по тому, сколько пользователь один проводит на сайте больше часа. Это показатели сопоставимы с социальными сетями. И как уже многие маркетологи говорят, Авито - это новый Instagram. Наверное, должен сказать, что мета запрещённая в России
[[42:11 | t=2531]] социальная сеть экстремистская, но факт остаётся фактом. А что Авита имеет очень глубокое проникновение по времени посещения, по количеству просмотренных страниц внутри самого приложения. И опять же важно подчеркнуть, что большая часть пользователей, 71% используют именно мобильное приложение, мобильный трафик. А что для нас это значит? Как для маркетологов, как для предпринимателей, которые ориентированы на потенциальных покупателей, что весь контент мы должны адаптировать именно под мобильный трафик. То есть это яркие
[[42:44 | t=2564]] яркие обложки привлекательные, это инфографика, это интересный качественный фотоконтент, при этом опять же это ёмкое, лаконичное описание товара и так далее. То есть всё это заставляет нас делать контент, который должен в первую очередь быть адаптивным под мобайл. При этом, если ещё смотреть на цифры, то ежедневная аудитория Вита 10 млн человек. Почти 1 млн новых объявлений публикуется в день и 10 сделок совершаются каждую секунду. Давайте разберём более детально по вертикали,
[[43:16 | t=2596]] кто из себя Авито представляет. Во-первых, это сайт номер один по продаже автомобилей в России. Сравнивали его со вторую, да? Вот опять же смотрим, что у нас одна вертикаль только в Авито приносит больше, чем целая площадка. Это сайт номер один для продажи квартир. Опять же, не, а именно, если в среднем смотреть по всей России, это именно Авито. И это сервис номер один для подбора сотрудников массовых профессий. Здесь опять же кто-то может возразить: "Подождите, а как же Headhunter?" Да, Headthunter крутой инструмент и там одна
[[43:48 | t=2628]] из самых популярных площадок в России по поиску, но не массовых профессий. То есть на Авито как раз вы можете найти себе линейный персонал и крупные компании, такие как Сбер, Яндексида, Самокат. Dodo pizza X5 Rail Group и так далее приходят на Авито, чтобы искать линейным персонала. Кассиры, грузчики, курьеры, водители, а там доду пицц ещё там поваров пиццемейкеров и так далее. То есть это всё можно найти только на Авито в в большей степени. Даже вот там
[[44:18 | t=2658]] таксисты, например, да, казалось бы, Яндекс GO, опять же, у таксопарков Авито - это сейчас инструмент номер один для того, чтобы найти себе водителей. Поэтому здесь тоже важно обращать внимание, какая аудитория есть на площадке, какие задачи вы можете с помощью этой аудитории решить. Но и, конечно, это сервис номер один для продвижения услуг. У Вита есть, конечно же, конкуренты. Там один из ярких представителей - это profit.ru, но, соответственно, там каждый второй подрядчик предлагает свои услуги именно на Авито. Но давайте посмотрим по товарам.
[[44:48 | t=2688]] Что, какая у нас статистика в товарах, так как это наиболее популярная категория и у предпринимателей, и у маркетологов. Авита в своё время зафиксировал такую статистику, что они являются самыми самой большой площадкой с аудитории покупателя в рунете. Здесь опять же можете видеть, да, по количеству посещений на фоне там других площадок и маркетплейсов. За счёт чего достигаются такие показатели? За счёт того, что на Авито приходит аудитория, которая хочет продать свои старые вещи и купить новый товар. Мы об этом тоже
[[45:19 | t=2719]] сегодня поговорим и развеем некоторые стереотипы. И давайте посмотрим более детально декомпозицию вообще топа самых посещаемых категорий в товарах. Обратите внимание: электроника, спорт, хобби, отдых, одежда, запчасти, аксессуары, мебель, ремонт и стройка. Это одни из самых популярных в товарке категорий на Авито. Причём мы видим, что очень сильно растёт категория товар для детей, красота и здоровье. То есть всё бьюти перешло из Инстаграма, опять же сюда
[[45:49 | t=2749]] предложение услуг, продажа товаров. Одежда очень сильно растёт. Авита делает в целом в категорию фэшн очень большие вложения. То есть уже появляются разные дополнительные инструменты. А, например, сейчас объявление уже можно превращать в товарные карточки, да? Я думаю, те, кто работает с маркетплейсами, понимают, в чём разница. Объявление - это просто картинка и текст. Товарная карточка - это десяток параметров, которые мы можем менять э внутри самого айтема. То есть это там размер, цвет, какие-то
[[46:19 | t=2779]] характеристики и так далее. И то, что я говорил пару слайдов назад про новые товары, в Авито большое количество новых товаров во всех категориях. Обратите внимание на слайд. Здесь мы видим, что там, например, ремонт и стройка - это 91% - это только новые товары. Электроника там это почти половина, да? То есть опять же, как есть статистика, что каждый второй iPhone покупается и продаётся именно на Авито. Вот вот это сюда. А, соответственно, другие категории, которые, в принципе, популярны в e-comмерс, это мебельный
[[46:49 | t=2809]] интерьер, это категория для дома и дачи. То есть всё это мы видим, что на самом деле имеет большие показатели по продаже нового товара. Поэтому, если вы думали до этого момента, что на Авито продаётся только бу или там ка какой-то сток уценка, то нет, это не так. И давайте посмотрим и сравним, что происходит в услугах. В услугах бьёт по популярности категория ремонт и строительства, красота и здоровье, как я и говорил, бьюти здесь набирает просто бешеные обороты. Организация
[[47:20 | t=2840]] мероприятий, образовательные услуги, конечно же, да. То есть Авито ещё пару лет назад начал активно прокачивать категорию онлайнообразования. И сейчас даже такие мастодонты, как Skillbox, натология, синергия, уже представленные на Авито и продают свои онлайн-продукты, в том числе там Sky. Sky Smart все предлагают свои онла онлайнообразовательные тренинги и там курсы там занятия для студентов именно уже на Авито. То есть тоже стоит
[[47:51 | t=2871]] понимать, что если гигант уже начинает смотреть на а рынок образования Авито, то, соответственно, стоит тоже на это обратить внимание. И аудитория Авитослуг очень быстро растёт. Обратите внимание, 26 млн человек ищут услуги на Авито ежемесячно, и на 13% год к году это статистика продолжает прирастать, и аудитория вида услуг начинает набирать всё больше и больше оборотов. И ещё раз давайте зафиксируем тезис. Каждый встрой
[[48:21 | t=2901]] заказчик услуг в России использует Авито для поиска исполнителей, что очень важно понимать, насколько площадка популярна и какие паттерны поведения есть у обычной пользовательской аудитории. При этом также хочется отметить, что каждая вторая компания среднего малого бизнеса уже есть на Авито. Обратите внимание на диаграмму в левой части слайда. Практически 50% компаний использовали Авито за последние 6 месяцев для продвижения своих товаров и услуг, а 23% называют основным сервисом
[[48:52 | t=2932]] для продвижения именно Авито. У нас тоже есть портфели, а в агентском портфеле компании, которые говорят, что Авито составляет 80% в доли их продаж. Как правило, это e-comмерce, причём это чаще всего малый или средний бизнес, который занимается, например, там мебелью или это может быть там что-то связано со строительной тематикой. Но тем не менее стоит понимать, что Авито действительно мощный канал продаж. И также интересные поинты в правой части слайда, что помимо продвижения здесь также ищут сотрудников. Опять же, вы можете
[[49:23 | t=2963]] предложить своему заказчику, а если вы агентство, найти сотрудников, линейный персонал здесь же, да, непосредственно на Авито. У нас есть также очень много проектов в агентствии, где мы занимаемся подбором, а, для компаний, то есть, например, подбор курьеров, подбор грузчиков, это очень популярная история, поэтому не стоит зацикливаться только на привычные товарки или услугах. Здесь также ищут подрядчиков, арендодателей, выкупают спецтранспорт и то есть в целом минимум две бизнес-задачи. решает одна компания с помощью Авито. Есть также
[[49:55 | t=2995]] особенности продаж на Авито, которые отличаются от тех же маркетплейсов. Во-первых, здесь нет специальных требований к упаковке и маркировке товара. А поскольку там, опять же, если взять тот же Valberone, там есть своя специфика и в целом как бы на Авито с этим всё проще. Нет штрафов за отсутствие товара на складе, да, потому что здесь в принципе нет модели ФБО как таковой. То есть вы товар храните у себя как селлер, да, либо ваш заказчик хранит у себя. Можно использовать любые фотографии товара. То есть здесь всё решает рынок. Нет такого, что там как на
[[50:27 | t=3027]] WBС или на Озон там площадка выдвигает свои требования по там определённым критериям а фотоконтента, по качеству фотоконтента, да, или как мода, например, вообще забирает все айтемы у селлеров для того, чтобы сделать там собственные фотографии. Здесь вы можете сделать вашему заказчику или предложить вашему заказчику вообще сделать фотографии на iPhone на ярком контрастном фоне. Да, это должны быть хорошие фотографии, но даже на Айфоне они уже будут продавать даже без инфографики, если это мы говорим протоварку. Услуга, конечно,
[[50:57 | t=3057]] своя специфика. И самое главное, что здесь вы и ваш заказчик, ваш клиент, если вы агентство, а может собирать клиентскую базу. То есть можно подключить CRM-систему, можно напрямую общаться с покупателями, делать повторные допродажи, то, чего нет, опять же на маркетплейсах. И доставка самое больное место у селлеров, кто работает с маркетплейсами, можно отправлять навито любой службой доставки. Боль более там нескольких десятков крупнейших партнёров, начиная от ска, Почты России,
[[51:29 | t=3089]] Боксбери, сбирологистики и так далее. Всё это вы можете выбрать как агентство или как предприниматель внутри кабинета Авито, отправлять на тех условиях, на которых вам предлагает партнёр. Итак, давайте зафиналим этот смысловой блок тем, что Авито для бизнеса - это целая система для решения задач не только по продвижению товаров и услуг, но и по найму сотрудников, логистике, подряду или аренде. И Авито уже имеет готовую инфраструктуру для того, чтобы начать сейчас
[[51:59 | t=3119]] заходить на площадку. оформлять профессиональные тарифы, продвигать товарные карточки, подключать всевозможные интеграции и продавать. Если у вас будут какие-либо вопросы, всегда есть соответствующая справка в шапке сайта. Заходите в раздел для бизнеса, там больше полезной информации и контента. Давайте поговорим сейчас об аудитории Авита. Кто же эти люди? Кто кто аудитория площадки? У многих наверняка возникали вопросы и не совсем понятно, кто может сидеть на Авито. Да, в целом, а-а, помимо там
[[52:30 | t=3150]] пользователей, которые хотят продать и купить друг у друга бэушные вещи. Давайте обратимся к цифрам. Аудитория Вита - это люди в возрасте от 18 до 64 лет. Ядро аудитории, то есть самая лояльная там часть - это 254 года. Меньше всего Авито используют подростки и люди уже среднего возраста от 55 лет. Опять же напомню, что большая часть аудитории заходит именно с мобильных устройств. То есть у нас точка касания с нашим потенциальным покупателем, она сильно сокращается, в
[[53:01 | t=3181]] отличие от других площадок, где превалирует всё-таки именно ПК версия. Если обратиться к соцдему, то мы видим, что чаще всего Авида используют мужчины в возрасте от 18 до 44 лет. А также, конечно, женская аудитория активна, а, но преимущественно в возрасте 45-64 лет. Опять же, для чего нам эти цифры, для чего нам эти данные? Если вы как маркетолог, как агентство понимаете, что у вас есть заказчик или у заказчика есть потребность выйти на площадку, нужно, а,
[[53:32 | t=3212]] проанализировать, а насколько вообще соответствует аудитория площадки тому продукту, который продаёт клиент, будет ли это востребовано, провести, конечно же, аналитику, которая есть опять же внутри Авита. И стоит тоже отметить, что у Авито своя аудитория, то есть не стоит аудиторию переливать на другие какие-то источники. Да, это можно делать, но люди доверяют Авита, поскольку зачастую, а пользователи растут вместе с площадкой. Больше 15 лет Авито является
[[54:02 | t=3242]] неотъемлемой частью жизни людей. И Авито даже собирает внутреннюю статистику по пользователям, что некоторые пользователи там, будучи подростком, заводили Авито там ещё там лет 10 назад. Затем они там начали там покупать свой первый автомобиль, квартиру, заводить детей, всё это видно по покупкам. И, соответственно, они понимают очень глубоко портрет своего пользователя. И семь из десяти пользователей, а, возвращаются на Авито в течение 30 дней, опять же, да, по внутренней аналитике Авито. Всё. Почему? Потому что Авито решает, опять же, как мы помним, много
[[54:33 | t=3273]] не только бизнес-задач, но и задач пользователя. И хотел бы тоже развеять ваш миф на что на Авито продают только подержанные вещи. Мы об этом уже сегодня говорили, показывали там и смотрели цифры доли новых товаров, но хочется также отметить, что 75% аудитории выше имеет доход средний или выше среднего. И это означает, что Авит - это мощный канал продаж для любого бизнеса, малого, среднего, крупного. И у нас действительно тоже есть кейсы, когда и
[[55:04 | t=3304]] микробизнес здесь может хорошо зарабатывать. как раз вот а в предыдущем а докладе говорили про там репетиторов, например. То есть репетиторы вообще там, не знаю, по математики, там по танцам и вообще по любым другим направлениям, они очень любят Авито, то есть очень много вообще предложений, репетиторов на площадке. Так и крупный бизнес здесь может развиваться. У нас есть там кейс, когда мы там запускали в этом году H Kitchen Lab с новым продуктом на Авито, и тоже там были интересные результаты.
[[55:34 | t=3334]] Опять же, у Авито очень круто упакована сейчас справка. Это не классическая какая-то длинная портянка с текстом, а сгруппированы ответы по разным сценариям. Если вы только сталкиваетесь с Савита, заходите в раздел помощь. Есть ответы практически на все вопросы и даже частные кейсы. А хотел с вами поговорить про структуру продающего объявления. Так, это такое ядро, вокруг которого там вообще всё может строиться на площадке, да? То есть там маркетинг, тарифы,
[[56:04 | t=3364]] аналитика, это всё понятно, но объявление - это суперважная часть. Но, к сожалению, у нас там совсем небольшой тайминг на доклад, поэтому я подготовил для вас с командой чек-лист объявление. Можете бесплатно скачать его в боте, Telegramботе, поэтому у вас есть буквально 10 секунд а отсканировать QR либо сделать скрин, чтобы потом скачать этот гайд. Поставьте плюсы в чат, если
[[56:41 | t=3401]] заходят. Так, надеюсь, все скачали, все сделали скрин, кому нуже было нужно. Супер, вижу ваши плюсы. Итак, а погнали дальше. Остаётся совсем немного времени. А у меня ещё очень много контента для вас. Стратегии продвижения. Те, кто впервые выходит на площадку, конечно же, наверное, задаются вопросом вообще, как на Авито продвигаться, как продавать и как продвигать своих заказчиков. Есть три базовые стратегии продвижения. Вот прямо, если вы там новичок, только пытаетесь с чего-то начинать, они вам
[[57:11 | t=3431]] точно помогут. Во-первых, если у вашего заказчика есть большое количество уникальных товаров, уникальных позиций, то здесь вы можете выложить весь ассортимент и уже займёте большую долю рынка. Конечно, сейчас на АИТА, как и на любой другой площадке, очень трудно продвигаться без бюджета. Это нужно понимать. Но в целом, если у вас действительно большой ассортимент уникальных товаров, можете проработать карточки по там подобию того гайда, который я вам показывал слайдом ранее, и на основе этого, да, выдаваться уже
[[57:41 | t=3461]] органически, а, по определённым поисковым запросам. То есть, ещё раз, стратегия простая, просто выкладываем большое количество уникальных позиций, именно берём количеством, да, и занимаем большую долю рынка. Опять же, если мы говорим про разную географию, там, конечно, у нас там есть суперконкурентные города, где Ала океан, такие как Москва, Питер, да, и города миллионники, но в малых городах и в регионах э всегда есть возможность для роста и для того, чтобы бустить продажи за счёт именно количества объявлений. Давайте посмотрим на обезличенную
[[58:12 | t=3492]] статистику, как это может выглядеть. Верхний график - это количество просмотров, второй - это количество контактов, самое нижнее объявление. Просто обратите внимание на визуальные акценты. То есть в левой части у нас была прямо тоненькая полосочка по количеству публикаций объявлений в самом низу. Далее мы увеличили количество и просто выложили весь ассортимент заказчика. И пропорционально у нас увеличилось и количество просмотров, и контактов. То есть это действительно рабочая стратегия. В двадцать пятом году она ещё работает. Опять же оговорюсь,
[[58:42 | t=3522]] если у вас большое количество уникальных позиций, если небольшое количество уникальных товаров, уникальных айтемов SK, что делать? Здесь нам необходимо уже подключать продвижение. Опять же, мы выкладываем весь ассортимент, который у нас есть, и подключаем продвижение, но опять же к к определённым товарам локомотива, скажем так, да, к наиболее маржинальным, к наиболее продающим. То есть те товары, которые имеют там больше наибольший спрос, конечно же, не ко всем, иначе мы просто получим слив бюджета. И за счёт такой нехитрой
[[59:12 | t=3552]] комбинации мы уже получаем больше просмотров наших объявлений. Опять же, обезличенный пример. В левой части у нас график, где велась работа с объявлениями без продвижения. И обратите внимание, в правой части в синем квадрате у нас появилась работа с рекламой. Это третья сверху строчка. Вы видите на графике, как мы начали увеличивать и подливать трафик. И за счёт этого у нас выросли две верхние строки. Это показатели просмотров и показатели контакта, соответственно. То есть опять же работа с рекламным бюджетом даёт ощутимый
[[59:42 | t=3582]] результат и расширяет нам верхние этапы воронки. И третий подход - это комбинированный подход. Опять же повторюсь, наиболее подходящий для того, чтобы вы вот вышли на площадку и только-только начали получать какие-то результаты. Здесь мы, если имеем большое количество ассортимента, да, то мы выкладываем весь ассортимент, но при этом ещё используем платные услуги продвижения, особенно в тех городах, где, как я говорил, там высокий спрос, высокая конкуренция, а, океан, там без
[[1:00:12 | t=3612]] продвижения никуда. И здесь мы решаем две бизнес-задачи: занимаем большую долю рынка и получаем большое количество просмотров и объявлений, потому что опять же на вид работает аукционная система. И, соответственно, здесь мы можем влиять на верхний этап воронки, на показы и на просмотры в большей степени за счёт именно продвижения, да, чтобы расширять, попадать в дополнительные блоки, на разные полки, в блоки рекомендаций, на главную страницу и так далее. Так, вижу от Евгения вопрос в чате. Есть ли автоматическая выгрузка
