[[0:04 | t=4]] [музыка]
[[30:25 | t=1825]] Ой, так не туда, сюда. А в чём сет успеха проекта на самом деле? А и почему точно я могу отвечать за те рекомендации, которые буду давать? А потому что это та история, которая обкатана на других клиентов наших похожих тематик. Плюс с этим клиентом, когда мы рекламировали аналогичный сайт, мы шли ровно по этой стратегии, и с этим клиентом мы её повторили, и она оказалась, ну, такой же рабочей. Причём цена лида в этом проекте, кстати, получилась даже лучше, чем в предыдущем нашем проекте. В общем-то, наш опыт, да,
[[30:55 | t=1855]] опыт клиента, э, это его не первый сайт, но мы его начали делать с нуля. А те доработки, которые, в общем-то, делали клиенты, это были наши доработки. И здесь, наверное, чуть-чуть я пишу про SEO. Здесь, наверное, в каком контексте хочу показать те не с точки зрения, что мы там всели сайт, мы тоже это делали, а с точки зрения тех доработок, которые мы делали в рамках всего по проекту, да, с точки зрения увлечения конверсии сайта, они, конечно, оказали прямое действие на в том числе эффективность рекламных кампаний. И если говорить с чего мы начали, на самом деле, опираясь на наш
[[31:26 | t=1886]] опыт, мы начали с клиентом Савита, как бы это не казалось, да, что я вроде вам про сайт рассказывала, клиент сайтом пришёл, а потому что по нашему опыту это точно то, что работает в этой тематике. И здесь как раз-таки на сайт мы чуть-чуть должны были заложить время на его доработки. Мы должны были заложить время на настройки оптимизации РК. В Авито мы понимали, что мы можем всё классно сделать быстро, поэтому, в общем-то, оформили страницу, как как мы умеем. аа подключили платное продвижение, выбрали объявление флагманы, их продвигали, а расширялись, в том числе по географии, начали с
[[31:56 | t=1916]] Санкт-Петербурга, Ленинградской области, дальше пошли, а на Псков и юго-запад Москвы. В общем-то, то количество заявок, которое мы получили, оно было для нас ожидаемым. Это правда начались немного. И даже, скажем так, в неразгар сезона заявок тоже было достаточно. Если говорить сейчас, то Авито примерно приносит заявок столько, сколько приносит директ. А сразу, наверное, в могу предположить ваши вопросы с точки зрения качества ледов. Качество лидов в Авито чуть хуже,
[[32:27 | t=1947]] но незначительно хуже. И более низкая стоимость лида, чем ЯндексДиректе, она это компенсирует. И клиент с этого направления зарабатывает. И в чём здесь плюс? Мы начали с Авито. Клиент начал зарабатывать уже деньги, он был готов вкладывать в дальнейшее развитие. В общем-то, а мы хорошо смогли бустануть и двинуться сайтом и с дальнейшими рекламными кампаниями. И тогда давайте как раз-таки, да, а про них поговорим. А когда мы говорим за подготовку сайта к рекламе, на самом деле, опираясь на наш опыт, когда мы говорим про понятные продукты, когда наша целевая аудитория ищет, да, там кирпич, газоблок или
[[32:58 | t=1978]] арматура, это достаточно понятный, простой продукт, а для этой аудитории, конечно, важно, чтобы качественно был проработан каталог, важно, чтобы заполнены все характеристики. И здесь две стороны. С одной стороны, это история, да, когда мы говорим про то, что, конечно, пользователи должны это видеть, и им важно понимать, что тот продукт, который они видели, он точно релевантен а по свойствам, да, по характеристикам тому, то, что они ищут. А, но в то же время это история, а, с подготовкой к рекламе, с алгоритмами Яндекса. И по нашему опыту, когда мы
[[33:29 | t=2009]] говорим про продвижение конкретных товаров, которые, да, как бы точно ищет целевая аудитория, такие как у нас, а то то, что точно заработает, это товарный фит. И как раз-таки именно для того, чтобы наш товарный фит был максимально хорош, максимально, а, попадал в настройки Яндекса, в интерес аудитории, в том числе дорабатывая каталог, мы, конечно же, а, дорабатывали товарный фит, который далее использовали. На самом деле мы использовали, ну, здесь, наверно, чуть больше компаний, скажу таких флагманских компаний, да, две- это общие по видам паров и отдельные по
[[34:00 | t=2040]] популярным категориям. Вот, э, ориентировались мы в рекламных кампаниях на целевые действия. И здесь сразу могу говорить, когда вот вы увидите количество лидов в конце, а здесь точно пойдёт вопрос там, почему целевые действия, потому что лидов было много, рекламным кампаниям было на чём обучаться. И, в общем-то, правда, это дало быстро свои плоды, а, и результаты. Аа если говорить, да, про наш прошлый опыт первого сайта, как я уже говорила, да, мы точно знали, что работает товарный фит, поэтому мы запустили автоматическую рекламу, да, в данном
[[34:31 | t=2071]] случае с этим клиентом. Причём мы запустили товарный мастер компании. А кто-то, возможно, скажет, что у них он не работает. По нашему опыту, если хорошо качественно настроен фит и мы запускаем товарку даже в мастере компании, это даёт хорошие результаты. И с этой компании приходят заявки целевые, в том числе. Я не скажу, что их целёвость, она отличается лучше, чем в Авито. А это хорошая срастаемость. То есть порядка 40% заявок это были реально
[[35:01 | t=2101]] заинтересованы люди, которые готовы были дальше говорить о сделке. И порядка половины, скажем так, этих целевых сделок оно возрасталось. Плюс чем мы усиливали наши предложения, предлагали скидки, акции, а говорили про доставку, потому что экспериментировав на первом проекте и на других проектах строительной тематики, мы понимали, что это важно для целевой аудитории, является важным фактором выбора. Поэтому всё мы это взяли на вооружение. Такое комбо, в общем-то, дало нам как раз-таки это вот хороший и классный результат. А, наверное, тут
[[35:31 | t=2131]] точно я не могла пройти мимо. Очень хотела с вами поделиться, да, с фишки в не сезон, потому что всё-таки, конечно, сейчас ещё строительный сезон пока идёт, пока у нас сентябрь, а пока ещё на улице тепло, но всё в то же время мы понимаем, что скоро не сезон будет, мы с клиентом не сезон проходили, и в этом году мы будем готовиться к нему аналогичным образом. А что у нас работало? Объявление по старым закупочным ценам. Это то, что классно заходило и то, что, возможно, вы можете тоже протестировать на своих рекламных кампаниях. Акции с бесплатным хранением. Я так думаю, ни для кого это не секрет, но это правда
[[36:02 | t=2162]] важно. И если у вас это услуга есть, обязательно пишите про это на сайте, обязательно говорите про это в рекламных объявлениях, потому что это значительно, а, повышает конверсию. Нам в сезон как раз-таки, э, в несезон это дало возможность, э, даже снижать стоимость следа, хотя, казалось бы, да, мы должны были наоборот, в том числе и падать, а мы увеличивали бюджет и могли оптимизироваться. А по времени показа здесь, конечно, можно чуть-чуть подискутировать. Скажу на наш опыт, что работало на этом проекте. А наша аудитория в основной
[[36:33 | t=2193]] массе своей ночью устройматериалы не заказывала. Конечно, есть там редкие исключения, но опять-таки, когда мы говорим там про бюджет, даже бюджет, который мы имеем сейчас, 300.000 руб., а, он не такой большой. И, конечно, наша задача сфокусироваться, а, на том времени, э, когда можно собрать наиболее эффективно, да, релевантных, интересных нам клиентов. Поэтому, в том числе, мы корректировали на сроки по времени. А на выходных мы также поняли, что заявок было меньше, поэтому мы старались максимальное количество бюджета тратить
[[37:05 | t=2225]] будние дни и, скажем так, ограничивать выходные, чтобы выхлоп с этого бюджета был больше. Это, правда, тоже оправдало наши гипотезы. А, и да, и что в Яндексе опять-таки, да, это автоматическая реклама в ЯндексДиректе. Плюс мы вручную искали аудитории, а, комбинировали с общим списком ключевых слов, в том числе, а, искали конкурентов. наверное, соглашусь сдущим спикером, что как раз-таки, э, то, что касается аудитории конкурентов, здесь сыграло в меньшую меньшую степень. И как раз-таки здесь таким флагманом, который прямо тащил
[[37:35 | t=2255]] лиды, были именно а товарные компании, которые круто работали. Про аналитику важно понимать, да, скажем так, что я говорю, всё, что рассказываю, это не с пустого взято. А с данным клиентом подключили к калибре. Возможно, вы скажете, что да, почему не Roy Stat? А здесь опять-таки хочется сказать, да, про этапность проекта. А на старте я уже говорила, что мы начали советы, потому что важно было генерировать деньги. Наверное, пока мы идём к тому, а чтобы делать интеграции, скажем так, да, из
[[38:05 | t=2285]] CRM системы, выходить такой на более серьёзные полуаналитики. Мы пользовались, а, калибре. А как как понимали, что тут хорошие, нехорошие сделки. В калибре есть такое поле одной из колоночек в настройках системы - это комментарий. клиент оставлял нам там комментарии по каждой сделке, где она хорошая, где она нехорошая. Мы всё это видели, мы в том числе могли по этой информации анализировать рекламные кампании. Ну и, наверное, могу сказать, что emailтрекинг в таких проектах, это тоже очень важно. Он тащит, если мы говорим про B2B
[[38:36 | t=2316]] аудиторию, а значительную львинную долю людов калибре. Он тоже у нас был подключен. И, в общем-то, всё, что касалось имейлов, приходило к нам. Мы тоже всё это дело контролировали. На этих целях мы оптимизировались. И давайте итого про результаты. Наверное, это самое интересное, чего вы собрались. Действительно, этот проект здесь цифры я показываю, да, вот итоговые. Посмотрела как раз-таки, когда готовила презентацию, взяла последние цифры по итогам августа. А 408 летов мы принесли
[[39:07 | t=2347]] клиенту из ЯндексДиректа по 872 руб. А 613 следов, э, из Авита. И здесь, наверное, ещё хочется сказать через бонус, второй проект, который мы с клиентом тоже ведём. И условно эти цифры практически ещё можно умножить на два, имея два сайта, клиент плюс-минус получает, ну, где-то вот эти цифры умноженые на 1,8 сегодня. Мне кажется, круто, если у вас, э, примерно похожий ассортимент, достаточно понятные товары, э, рекомендую посмотреть свои рекламной кампании,
[[39:37 | t=2377]] перестроить их э таким образом, как у нас. И, я так думаю, успех и результат не заставит точно себя ждать. А если говорить про выводы, да, то какие ключевые факторы успеха? Автоматика, фит в товарке - это прямо самое важное. Конечно, аналитика, колтрекинг и малтрекинг. В идеале, конечно, это идти к сквозной аналитике. И мой такой посыл, да, я про это говорила сегодня немного, авито в строительной тематике, это must have, который точно нужно использовать
[[40:07 | t=2407]] и, э, не стоит его игнорировать. Вот если про меня ещё раз я как бы говорить не буду, в общем-то, хотелось бы, наверное, услышать ваши вопросы и на них ответить. >> Татьяна, спасибо тебе за прекрасный доклад. Сейчас мои коллегиорганизаторы выведут голосовалку за твой спич, за твой кейс, который мне лично очень понравился. Вот голосовалка на экране. Пожалуйста, кто не на этой вкладке,
[[40:38 | t=2438]] переключитесь, проголосуйте и давайте будем смотреть по вопросам. >> Татьяна, вопрос от Дмитрия. Что вы делаете, если клиент не хочет следовать вашим рекомендациям по отработке входящих ледов? >> А, смотрите, если клиент не хочет следовать нашим рекомендациям, на самом деле, а если говорить там про этого клиента с этим клиентом, такого не было. Если говорить про кейсы, условно там, да, других клиентов, с которыми такое было, для меня всегда является, э, важным это показать клиенту по факту,
[[41:09 | t=2469]] потому что мы в том числе, когда ставим кол-трекинги, имлтрекинги, мы в том числе просматриваем, а вообще, что отвечают иногда в отдел продаж, потому что частенько бывает, когда клиент приходит, что-то как-то лиды у нас не очень хорошие, что-то меня не очень устраивает, начинаешь слушать колтрекинг, иногда аэ запись пары разговоров, она решает много вопросов, и клиент уже начинает на своей стороне, в общем-то, обсуждать. Для меня это, наверное, ну, как бы говорить с клиентом фактами, показывать их и показывать, как они негативно влияют на эффективность. Тогда клиент
[[41:39 | t=2499]] становится своим союзником. В общем-то, вместе вы идёте к цели. >> Хорошо. Так, идём дальше. 1.000 ледов за сезон или за месяц? >> А, за месяц. >> Угу. Супер. Отлично. А ещё тут ребята интересуются слушателей, какой был размер ежемесячного бюджета на дире навита по отдельности. >> Ну, смотрите, если мы говорим про директ, то там было порядка 300 с лишним тысяч. Давайте же можем пересчитать 408 умножить на 852. 347 350 где-то и на
[[42:12 | t=2532]] Авито было что-то в районе 220.000 руб. >> Угу. Хорошо. Ещё от этого же от Антона, простите, ещё комментарий. А какая была дистанция доставки максимальная? условно клиент это Питер и Линобласть. Далеко не возили. >> Смотрите, я здесь уже говорила, а что в том числе там по Авито мы расширяли нашу географию. Это был юго-запад Москвы, это была Псковская область, поэтому мы возили наши заказы даже за пределы э Ленинградской области, за пределы региона. >> Угу. Супер. Тут ещё коллеги спрашивают,
[[42:43 | t=2563]] какая ниша. Я отвечу: Ниша магазин. Стройматериалы, да, за вас, если вы не против. Так и вопрос от Вероники. Можно ли Авито использовать только для продажи B2B? >> Ну, послушайте, знаете, как, э, мы точно не можем с вами запретить определённым клиентам входить в наш магазин. Конечно, э если говорить там про нашего клиента, то пропорция B2C аудитории на Авито, она намного больше будет, чем B2B аудитория. Но B2B аудитория на Авито есть. Есть
[[43:13 | t=2593]] крупные чеки, поэтому за B2B у аудитории на Авито ходить точно стоит, но не рассчитывайте, что B2C там не будет. >> Угу. Спасибо. А спрашивают тебя, что вот этот кейс - это опыт. А есть ли ограничения по объёму? >> А ограничения по объёму есть. Вот сейчас точно не скажу, надо зайти на сайт, какой у нас минимальный заказ. То точно есть ограничение по объёму. Вот прямо чесно сказать, вот эту циферку прямо я не подготовил. Ограничение точно есть. Из таких на ещё фишек. А даже оплата
[[43:43 | t=2623]] онлайн тут есть вроде как каталог, но оплатить тоже можно. >> Супер. А Антон точиет: "У тебя: возили, возил ли твой клиент с Питера до Москвы?" И и он сомневается, что получается чек доставки до 100.000 руб. был? Вот 100.000 руб. точнее был или как? >> Ну, смотрите, здесь опять-таки э мы говорим о том, что релевантность, да, как бы клиенту, насколько клиент готов. Если у клиента, конечно, маленький объём поставок, да, те заявки они не срастают. то, что я говорила, были заинтересованные клиенты, но условно
[[44:13 | t=2653]] половина заинтересованных клиентов она они состались в реальную продажу. Если на этапе продаж, э, клиент и менеджер они понимали, что там дорого, партия маленькая, то, конечно, ну, скажем так, то, что было невыгодно ни нам, ни клиенту, оно в продаже не переходило. Если это был большой объём, то вообще не проблема повести это в Псков или на юго-запад Москвы. >> Угу. Супер. Юрий ещё попросил тебя уточнить ещё раз по бюджетам. Получается, 350.000 было на ЯндексДирект в месяце. 200 на Авито за месяц. Правильно ли он понял? >> Да, да, да.
[[44:43 | t=2683]] >> Всё супер. Так, есть ли у нас ещё вопросы? Вопросы есть. Вот последний вопрос от Полины читаю. И мы завершаем голосование и идём дальше. Полина тебя спрашивает: подключал ли клиент Авитовку? >> Нет, с этим клиентом Авито доставку не подключали специально, потому что, да, вот тут же был вопрос, там был ли минимальный допорог закупки. Потому что, если мы говорим про авидоставки, это всё-таки та история, которая удобна B2C клиентам плюс достаточно большая комиссия Авитовке, если мы говорим на большие объёмы. Поэтому авитоставки не было. Доставка была наша, вывоз
[[45:15 | t=2715]] клиентом, транспортной компании без авитной доставки, потому что в опте это просто невыгодно. >> Угу. Супер. А на этом вопросы у нас заканчивается. Татьяна, спасибо тебе большое за интересный кейс. Он масштабный, это клёво. Я надеюсь, что ты с нами тоже побудешь до конца, и мы узнаем, насколько зрителям он откликнулся и заберёшь ли ты. >> Да, спасибо, спасибо, что позвали. Спасибо за активность. Вообще просто Витамини всегда классная моя любимая аудитория. Вот поэтому спасибо вам большое. >> Спасибо. Мы рады, что мы здесь смогли
[[45:45 | t=2745]] вас сконнектить. Давайте дальше пойдём, друзья. >> Наш следующий спикер - это Станислав Филатов, руководитель агентства SV Digital. Сейчас мои коллеги выведут презенташку, надеюсь. Да, вот презентация у нас пошла. Станислав, я тебя пока что, к сожалению, не вижу, не слышу, а вот что-то получило. >> Коллеги, всем привет. Слышно сейчас? >> Супер, супер, супер. Так, сейчас 2 секундочки. Да, всё, тебя видно, тебя слышно. У тебя, кстати, шикарная студия, хочу сказать. Мне прямо нравится твой фон. Зелень на фоне. Клёва.
[[46:16 | t=2776]] >> Всё, отдаю тебе слово. 15 минут. Всё точно так же, как и до этого было. Погнали. >> А, коллеги, всем привет. Я сегодня поделюсь кейсом по пластиковым окнам, как получать более 300 целевых обращений в месяц с помощью контекстной рекламы ЯндексДирект. Меня зовут Стас Филатов, я руководитель рекламного агентства SV Digital. Более 10 лет в контекстной рекламы и интернет-маркетинге. Вообще у специалистов по рекламе неоднозначно отношение к пластиковым окнам. Некоторые считают: "А что там
[[46:46 | t=2806]] вообще настраивать?" Там же по факту есть один запрос: пластиковые окна. Мы по нему просто ставим повыше ставочки, показываемся вверху страницы и получаем заказы и продажи. Это же не интернет-магазин, где сотни и тысячи товаров, там разные категории, маржинальность, тут всё как будто гораздо проще. Другие же, наоборот, называют нишу пластиковых окон кровавой нишей, так как в первую очередь здесь огромная конкуренция, очень высокие ставки, а очень легко можно потратить
[[47:18 | t=2838]] 50-100.000 в день, и при этом конверсия изо дня в день, она очень сильно различается. В какой-то день можно получить мно много заказов, в другой день, наоборот, заказов будет мало. Также в данной нише очень сильная сезонность. Если летом компании ещё обучились, то зимой спрос падает в два раза, падает конверсии и приходится заново перенастраивать все рекламные кампании. То есть один раз настроить рекламу и забыть не получится.
[[47:48 | t=2868]] Я с данной нишей работал очень плотно, 4 года, с крупнейшими оконными компаниями Москвы с 2015 по 2019 год. Вообще это суперу удобно, когда есть несколько клиентов из одной ниши. Ты можешь проверять, вот тестировать, смотреть, здесь это получилось, здесь нет. Ну и в целом появляется какое-то понимание пониже, да, что работает. С 2020 года я остался в контекстной рекламе, но немножечко поменял направление. Там пошли интернет-магазины, B2B.
[[48:20 | t=2900]] И вот в конце в декабре 2024 года судьба даёт мне ещё один шанс. Приходит к нам оконная компания. не просто оконная компания, а крупная. 30 лет на рынке, более 100 сотрудников, собственное производство и шоурумы в Москве. С таким клиентом прямо-таки хочется работать. Ну и ситуация у него непростая. У него ухудшаются результаты, начиная с декабря двадцать третьего года. То есть весь год идёт просадка.
[[48:51 | t=2931]] Наша задача- получать целевые обращения до 6.000 руб. То есть изначально с данным клиентом мы начали работать не просто по заявкам, а по целевым обращениям. Нам нужны заказы по пластиковым окнам и остеклению балконов от 30.000 из Москвы и городов Подмосковье не дальше 30 км. Вообще подход очень здесь правильный. То, что, ну, это частая проблема, когда агентство говорит: "Да, посмотрите, у нас столько заявок, всё классно". А клиент говорит: "Продаж нет". Здесь же мы сразу начинаем
[[49:23 | t=2963]] работать в связке с клиентом, да? То есть оцениваем обращение, получаем обратную связь. А задача была достаточно амбициозная, потому что на тот момент у них стоимость целевого получалась 8300, и мы запускаемся после новогодних праздников. Вообще не знаю, кому в январе нужны пластиковые окна, но нам нужно было детальнее вообще понять, а мы, ну, нам стоит подписываться под этот результат. И для этого мы провели аудит рекламных кампаний.
[[49:54 | t=2994]] А первое, что мы сделали, светику по годам. Мы увидели, что действительно есть стагнации из года в год. И в двадцать четвёртом году стоимость целевого выросла на 30%, доход уменьшился на 14% и на 40% получили меньше целевых обращений. То есть достаточно сильное ухудшение статистики идёт. А мы стали смотреть, из-за чего это происходит. Первое, на что обратили внимание, в течение года очень массово
[[50:25 | t=3025]] отключались рекламные кампании. Притом там были из них те, которые вроде бы работали неплохо, а были и те, которых стоимость целевого там была в полтора- в два раза выше, но при этом были возможности по оптимизации. А вообще очень много дискуссий, да, среди контекстников. А вот компания работает плохо и часто многие предлагают. Давайте её сразу отключим. А я же всё-таки сторонник того, что нужно более детально залезть в компанию, посмотреть, что там за запросы, что там за площадки. Если оттуда целевые
[[50:57 | t=3057]] переходы, то давайте лучше снизим ставки, будем показываться внизу страницы, но будем а всё равно получать какие-то лиды. Пусть в небольшом количестве, но они будут идти, потому что если мы её просто отключим, э то, ну, трафик уменьшится. Второй момент, тоже частая проблема. Директ Яндекс расширил систему партнёров. Сейчас очень много всяких приложений, а, игр, и оттуда идёт много нецелевого трафика. В
[[51:27 | t=3087]] двадцать четвёртом году 400.000 потратили на такие площадки, в двадцать третьем вообще 700. А плюс на тот момент, когда мы смотрели в декабре, там фактически работали только поисковые компании. То есть там пластиковые окна и окна Reхал. Вот, в принципе, две основные тематики. А по ним очень высокая конкуренция и дорогие целевые обращения. RC на тот момент была отключена, и плюс не использовались и мастера компаний, и товарные форматы. То есть, ну, мы увидели в этом прямо точно
[[51:57 | t=3117]] точку роста. Плюс сами объявления были написаны некорректно. А одна из важнейших моментов, одни из важнейших моментов - это скидка и бесплатный замер. Были указаны во втором заголовки, но выдачи они не показывались из-за того, что, э, ну, не хватало символов. А поэтому, ну, мы понимали, что за счёт этого кликабельность у объявления низкая, и наш клиент не дополучает целевые обращения.
[[52:27 | t=3147]] А, соответственно, мы составили план запуска. То есть у нас появилось понимание, что есть над чем работать, и мы приступили к действиям. Первое, что сделали - это расширили количество запросов и количество компаний. То есть, по сути дела, раньше было два направления: пластиковые окна, окна ReХАУ. Мы добавили запросы с городами, с калькулятором, установкой, то есть значительно расширили количество компаний. Ну и, соответственно, количество ключевых слов.
[[52:58 | t=3178]] Вообще некоторые сейчас считают: "А зачем, ну, собирать вот так вот подробно ключевые слова?" Есть автотаргетинг, Яндекс прекрасно подберёт сам эти запросы и, ну, будем получать целевые обращения. Здесь важный момент, что при такой детальной проработке мы готовим сразу уникальные заголовки под группу. То есть у нас из-за вхождения ключевого слова идёт снижение цены за клик. И второй важный момент, то, что мы, а,
[[53:29 | t=3209]] собираем большие списки минуслов, это всякие запросы с дальними сёлами, городами, то, что нам не нужно, всякие запросы по размерам, это готовые окна, это другая категория, нам нам она не интересна. И, соответственно, уже на старте, на запуске мы не получаем того количества нецелевого трафика, как если бы мы просто запустились на автотаргетинге. Аа у нас был чёткий план. Вообще план был какой работы? Давайте, ребята,
[[54:00 | t=3240]] сейчас мы пару меся месяц, пару месяцев повкалываем и потом уже будем работать над над тем, чтобы поддерживать результаты. Ну, получилось как-то всё не очень хорошо. Значит, в декабре было 193 целевых, в январе по 8300, в январе 189 по 8700, хотя мы там просто работали с утра до вечера. Здесь отчасти это обосновано тем, что мы переезжали на новый кабинет,
[[54:30 | t=3270]] и там они худобедно компании обучились. Здесь всё с нуля, это понятно. Ну, как-то в феврале хотелось бы получше. Всего 231 целевое обращение и 7800 стоимость целевого. То есть мы были далеки от плана. Я уже начал волноваться, потому что клиент э ну хочется с ним продолжать отношения, и надо отдать должное то, что вот он как-то понимающе так относился, да, увидел, что мы много тестов проводим и м
[[55:00 | t=3300]] соответственно мы продолжали работу. Дальше, вот сейчас я расскажу те моменты, которые действительно нам прямо классно, у нас классно сработали и помогли улучшить показатели. Первое, на поиске изначально мы запускались на автостратегиях, оптимизация кликов, оптимизация конверсий, тестировали, но по факту то, что у нас сработало лучше всего на поиске - это ручное управление ставками. А в данном случае мы показываемся по тем запросам, которые мы сами подобрали.
[[55:31 | t=3331]] Полностью, конечно, нельзя отключить автотаргетинг, но в данном случае его будет гораздо меньше. А, и второй момент, то, что мы потом подключили ещё К50, то есть это бидер, который в дополнении к стратегиям Яндекса позволяет нам находиться на нужной нам позиции на вверху страницы, и при этом он постоянно скидывает цену за клик. За счёт этого мы, ну, вот снизили её порядка 20%.
[[56:01 | t=3361]] А второй важный момент, товарная галерея и товарные объявления. А вот в данной тематике не все используют данный формат, видимо, потому что здесь запускается эта компания по ФИДУ, по выгрузке товаров. Ну не все это освоили. Соответственно, вот за счёт этого формата смогли собирать на 20% больше целевых. И стоимость целевого получилась достаточно низкой. 5.000, то есть это даже ниже нашего планового значения. А следующий важный момент, то, что мы
