/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-07-07__ИИ_в_маркетинге_для_специалистов_по_платному_трафику_как_нейросети_меняют_работу.txt	z9j9PjV_PMQ	345	Стратегия-и-тренды	ИИ-и-автоматизация	ИИ в маркетинге для специалистов по платному трафику: как нейросети меняют работу, санкции Яндекса за AI-контент и E-E-A-T, промты и инструменты для креативов, оферов и анализа конкурентов
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-07-03__Без_тормозов_что_происходит_с_авторынком_в_России.txt	7f_qKhk-GPs	266	Стратегия-и-тренды	Авто-и-дилеры	Без тормозов: что происходит с авторынком в России
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-11-14__Геомаркетинг_в_стратегии_продвижения_брендированное_размещение_на_Яндекс.Картах_.txt	aBiRIqmqXcw	3740	Стратегия-и-тренды	Геосервисы-Карты-2ГИС	Геомаркетинг в стратегии продвижения: брендированное размещение на Яндекс.Картах (кейс Crocus Fitness)
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-07-15__Будущее_Telegram_для_бизнеса_историческая_справка,_аудитория_и_рекламодатели_сей.txt	kkY4iUDVDIU	225	Стратегия-и-тренды	Telegram-и-мессенджеры	Будущее Telegram для бизнеса: историческая справка, аудитория и рекламодатели сейчас, тренды (внешний трафик из ВК/Директа, розыгрыши, веб-аппы, нейросети)
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-09-09__Что_стоит_и_что_не_стоит_автоматизировать_в_маркетинге_с_помощью_ИИ.txt	5W_2AvSVI7c	2087	Стратегия-и-тренды	ИИ-и-автоматизация	Что стоит и что не стоит автоматизировать в маркетинге с помощью ИИ
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-12-10__ПромоСтраницы_для_тематики_SMB_от_стратегии_до_запуска.txt	4VzgBPUTnWg	243	Стратегия-и-тренды	Контекст-и-Яндекс-Директ	ПромоСтраницы для тематики SMB: от стратегии до запуска
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-12-15__Можно_ли_планировать_маркетинг_в_2026_году.txt	r-yOrVGFTsg		Стратегия-и-тренды	Стратегия-и-медиапланирование	Можно ли планировать маркетинг в 2026 году?
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-12-10__Наружная_реклама_Яндекса_в_Директе_офлайн-канал_с_возможностями_онлайн.txt	4VzgBPUTnWg	2210	Стратегия-и-тренды	Наружка-и-DOOH	Наружная реклама Яндекса в Директе: офлайн-канал с возможностями онлайн
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-03-17__Стоимость_лида_растёт_когда_менять_стратегию,_а_когда_искать_причины_вовне.txt	2mFMNQrt98U	5930	Стратегия-и-тренды	Юнит-экономика-и-бюджеты	Стоимость лида растёт: когда менять стратегию, а когда искать причины вовне
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-08-07__ИИ-инструменты_Jivo_для_автоматизации_продаж_и_поддержки.txt	jsBUj75fHaA	193	Стратегия-и-тренды	Email-CRM-и-рассылки	ИИ-инструменты Jivo для автоматизации продаж и поддержки
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-09-18__Антикризисный_маркетинг_стратегия,_три_сценария_бюджета_и_пошаговый_план.txt	zv0S5kqj5bM	246	Стратегия-и-тренды	Стратегия-и-медиапланирование	Антикризисный маркетинг: стратегия, три сценария бюджета и пошаговый план
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-07-07__AI-агенты_для_бизнеса_топ_юзкейсов_внедрения_(SMM,_продажник,_бухгалтер,_ведение.txt	z9j9PjV_PMQ	1969	Стратегия-и-тренды	ИИ-и-автоматизация	AI-агенты для бизнеса: топ юзкейсов внедрения (SMM, продажник, бухгалтер, ведение Директа по API), отличие чата от обученного агента, слои памяти и MCP-коннекторы
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-10-21__Планирование_маркетинга_почему_первична_база,_а_не_инструменты,_и_четыре_шага_к_.txt	TYUjllOeEJo	352	Стратегия-и-тренды	Стратегия-и-медиапланирование	Планирование маркетинга: почему первична база, а не инструменты, и четыре шага к плану
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-07-23__Тренды_ретейл-медиа_как_маркетплейсы_становятся_рекламным_каналом.txt	_Vi5uQ0ykPg	188	Стратегия-и-тренды	Маркетплейсы-и-ритейл-медиа	Тренды ретейл-медиа: как маркетплейсы становятся рекламным каналом
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-10-15__Рабочие_инструменты_для_продвижения_бизнеса_в_2026_ВКонтакте,_Яндекс_Директ_и_Te.txt	dNyUJjrE-ww	212	Стратегия-и-тренды	Telegram-и-мессенджеры	Рабочие инструменты для продвижения бизнеса в 2026: ВКонтакте, Яндекс Директ и Telegram
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-10-21__Как_перераспределить_бюджет_и_масштабировать_долгосрочные_каналы_(SEO,_GEO,_геос.txt	TYUjllOeEJo	4404	Стратегия-и-тренды	Геосервисы-Карты-2ГИС	Как перераспределить бюджет и масштабировать долгосрочные каналы (SEO, GEO, геосервисы)
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-07-07__Как_масштабировать_маркетинг_из_бутикового_подхода_в_промышленный_автоматизация_.txt	z9j9PjV_PMQ	5345	Стратегия-и-тренды	Производство-и-стройматериалы	Как масштабировать маркетинг из бутикового подхода в промышленный: автоматизация рутины и отчётов, сквозные дашборды и AI-агенты для перформанс-маркетинга
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-08-26__Как_подготовить_соцсети_бренда_к_пику_продаж_ВК,_Telegram,_вебапы.txt	TpQobHSKh9c	154	Стратегия-и-тренды	Telegram-и-мессенджеры	Как подготовить соцсети бренда к пику продаж: ВК, Telegram, вебапы
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-10-14__Вне_контекста_SMS_как_новый_канал_для_продвижения_бизнеса.txt	RC3e2Q0xfvg		Стратегия-и-тренды	Email-CRM-и-рассылки	Вне контекста: SMS как новый канал для продвижения бизнеса
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-04-07__Как_брендам_найти_общий_язык_с_ЦА.txt	thmCYeyc1Zc		Стратегия-и-тренды	Стратегия-и-медиапланирование	Как брендам найти общий язык с ЦА
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-05-20__Креативы,_которые_пробивают_баннерную_слепоту,_и_ИИ-контент_для_платного_трафика.txt	ygPlQ37jtWA	249	Стратегия-и-тренды	Креативы-и-баннерная-слепота	Креативы, которые пробивают баннерную слепоту, и ИИ-контент для платного трафика
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-09-18__Как_маркетологу_получить_бюджет_на_продвижение_в_кризис.txt	zv0S5kqj5bM	2269	Стратегия-и-тренды	Стратегия-и-медиапланирование	Как маркетологу получить бюджет на продвижение в кризис
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-06-03__Как_победить_панику_у_дилера_в_2026_году_и_вырасти_на_15%_стратегический_подход,.txt	-dMt6AhJ8eA	1779	Стратегия-и-тренды	Авто-и-дилеры	Как победить панику у дилера в 2026 году и вырасти на 15%: стратегический подход, перестройка структуры РК и УТП, изменение процессов внутри дилерского центра при падении рынка
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2024-03-06__Как_увеличить_продажи_в_2_раза_не_увеличивая_рекламный_бюджет.txt	IdyeQCmcTBs		Стратегия-и-тренды	Стратегия-и-медиапланирование	Как увеличить продажи в 2 раза не увеличивая рекламный бюджет
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-06-10__Три_кита_(Яндекс_Директ,_ВК,_контент-маркетинг)_в_связке_синергия_каналов_на_трё.txt	dQG8ofOpOAc	152	Стратегия-и-тренды	Стратегия-и-медиапланирование	Три кита (Яндекс Директ, ВК, контент-маркетинг) в связке: синергия каналов на трёх кейсах — магистратура/музей, культурный музей Гранмакет, детские хореографические конкурсы, роль Telegram
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-04-23__Обзор_платной_рекламы_в_геосервисах_возможности_Яндекс_Бизнеса_и_2ГИС,_таргетинг.txt	GtBZs4I1VlY	0	Стратегия-и-тренды	Геосервисы-Карты-2ГИС	Обзор платной рекламы в геосервисах: возможности Яндекс Бизнеса и 2ГИС, таргетинги, оферы и встраивание в общую стратегию продвижения
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-09-25__Как_продвигать_сложные_B2B-продукты_стратегия_для_промышленного_вендинга.txt	64OarXGR7lI	2262	Стратегия-и-тренды	Производство-и-стройматериалы	Как продвигать сложные B2B-продукты: стратегия для промышленного вендинга
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-01-29__Тренды_2026_экономика_внимания,_органика_и_контент-воронки.txt	rfQlbDek548	6263	Стратегия-и-тренды	SEO-и-органика	Тренды 2026: экономика внимания, органика и контент-воронки
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-04-23__Где_бизнес_теряет_клиентов_и_как_исправить_геомаркетингом_география_спроса,_конк.txt	GtBZs4I1VlY	4012	Стратегия-и-тренды	Геосервисы-Карты-2ГИС	Где бизнес теряет клиентов и как исправить геомаркетингом: география спроса, конкуренты, репутация, удержание и работа со старой базой, связка гео с перформансом (кейс Крокус Фитнес)
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-09-16__Запуск_рассылок_и_каскадов_прямо_из_CRM_живое_демо_на_платформе_Elma_365.txt	VttzS9PTt0g	3730	Стратегия-и-тренды	Email-CRM-и-рассылки	Запуск рассылок и каскадов прямо из CRM: живое демо на платформе Elma 365
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-10-21__Клиент_в_центре_карта_пути_клиента_(CJM)_и_Jobs_to_be_Done_для_медиаплана.txt	TYUjllOeEJo	2570	Стратегия-и-тренды	Конверсия-и-путь-клиента	Клиент в центре: карта пути клиента (CJM) и Jobs to be Done для медиаплана
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-01-26__Performance-стратегия_для_среднего_бизнеса_бюджеты_до_1_млн_₽.txt	cKWCavR5nl4	2318	Стратегия-и-тренды	Юнит-экономика-и-бюджеты	Performance-стратегия для среднего бизнеса: бюджеты до 1 млн ₽
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-12-17__Системный_маркетинг_вместо_быстрых_результатов.txt	EFYd2os0w_U		Стратегия-и-тренды	Стратегия-и-медиапланирование	Системный маркетинг вместо быстрых результатов
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-09-25__Как_приводить_клиентов_в_сложные_ниши_на_примере_B2B_IT_каналы_лидогенерации_и_м.txt	64OarXGR7lI	308	Стратегия-и-тренды	Стратегия-и-медиапланирование	Как приводить клиентов в сложные ниши на примере B2B IT: каналы лидогенерации и мини-стратегии
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-04-29__Какие_креативы_оставить_в_прошлом,_чтобы_не_сливать_бюджет.txt	ovR3Xp4wmM4		Стратегия-и-тренды	Креативы-и-баннерная-слепота	Какие креативы оставить в прошлом, чтобы не сливать бюджет
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-09-16__Омниканальность_и_каскадные_рассылки_как_достучаться_до_клиента_и_сэкономить_бюд.txt	VttzS9PTt0g	1736	Стратегия-и-тренды	Email-CRM-и-рассылки	Омниканальность и каскадные рассылки: как достучаться до клиента и сэкономить бюджет
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2026-03-19__Зачем_руководителю_агентства_личный_бренд_и_как_на_нём_заработать.txt	JlZpMu_HOB8	248	Личный-бренд-и-контент	Личный-бренд-и-экспертность	Зачем руководителю агентства личный бренд и как на нём заработать
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2024-09-18__Все_способы_продвижения_личного_бренда._С_чего_начать.txt	crHi9ZZA9Sg		Личный-бренд-и-контент	Личный-бренд-и-экспертность	Все способы продвижения личного бренда. С чего начать?
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2025-10-21__Как_встроить_инфлюенс-маркетинг_в_медиаплан_и_годовой_календарь_бренда.txt	TYUjllOeEJo	8385	Личный-бренд-и-контент	Инфлюенс-маркетинг-и-посевы	Как встроить инфлюенс-маркетинг в медиаплан и годовой календарь бренда
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2026-07-22__Устойчивый_личный_бренд_как_привлекать_и_возвращать_клиентов_без_прямой_рекламы.txt	WKhNgjofKew	339	Личный-бренд-и-контент	Личный-бренд-и-экспертность	Устойчивый личный бренд: как привлекать и возвращать клиентов без прямой рекламы
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2025-07-16__Как_создавать_контент,_который_зайдёт,_и_не_тратить_много_времени.txt	a-Os2oR17Qg	2801	Личный-бренд-и-контент	Стратегия-и-медиапланирование	Как создавать контент, который зайдёт, и не тратить много времени
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2024-07-20__Путь_эксперта_по_маркетингу_личный_опыт.txt	YYXo7uUkiEo		Личный-бренд-и-контент	Личный-бренд-и-экспертность	Путь эксперта по маркетингу: личный опыт
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2026-03-05__3_стратегии_продвижения_производителя_с_помощью_контент-маркетинга_в_зависимости.txt	KzlRTHbxlUk	2383	Личный-бренд-и-контент	Производство-и-стройматериалы	3 стратегии продвижения производителя с помощью контент-маркетинга в зависимости от рынка и маржинальности
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2025-07-30__Креативный_контент_для_B2B.txt	3wjdKWWhwKA	2564	Личный-бренд-и-контент	Креативы-и-баннерная-слепота	Креативный контент для B2B
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2025-07-15__Как_вести_канал_в_Telegram,_который_будут_читать_аутентичный_продающий_контент,_.txt	kkY4iUDVDIU	6161	Личный-бренд-и-контент	Telegram-и-мессенджеры	Как вести канал в Telegram, который будут читать: аутентичный продающий контент, авторский голос, карта смыслов по лестнице Ханта, контент-машина и планирование
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2026-02-19__Создание_визуальных_креативов_для_таргетированной_рекламы_с_помощью_AI.txt	8fiLpwBfvKo	6765	Личный-бренд-и-контент	Креативы-и-баннерная-слепота	Создание визуальных креативов для таргетированной рекламы с помощью AI
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2025-04-07__Личный_бренд_для_руководителя_агентства.txt	nYgGw_RDNC4		Личный-бренд-и-контент	Личный-бренд-и-экспертность	Личный бренд для руководителя агентства
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2026-06-18__Какие_креативы_в_медицинском_сегменте_преодолевают_баннерную_слепоту.txt	rZICwWkzGNk	8474	Личный-бренд-и-контент	Медицина-и-клиники	Какие креативы в медицинском сегменте преодолевают баннерную слепоту
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2025-05-28__Как_агентствам_привлекать_клиентов_через_выступления.txt	H8AAoAKTZ0A		Личный-бренд-и-контент	Личный-бренд-и-экспертность	Как агентствам привлекать клиентов через выступления
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2026-04-28__Создание_визуальных_креативов_для_таргетированной_рекламы_с_помощью_ИИ_AB-тесты_.txt	Faa-qqo6CPc	2536	Личный-бренд-и-контент	Креативы-и-баннерная-слепота	Создание визуальных креативов для таргетированной рекламы с помощью ИИ: A/B-тесты нейро- vs живого контента, идеальный формат креатива, пробитие баннерной слепоты, спираль цикла сделок и стратегия мелких связок
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2026-06-10__Какие_креативы_в_медицине_пробивают_баннерную_слепоту.txt	NkBYdhly-Go	3405	Личный-бренд-и-контент	Медицина-и-клиники	Какие креативы в медицине пробивают баннерную слепоту
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2025-09-16__Креативный_контент_как_пробить_баннерную_слепоту_и_генерировать_контент_нейросет.txt	VttzS9PTt0g	251	Личный-бренд-и-контент	Креативы-и-баннерная-слепота	Креативный контент: как пробить баннерную слепоту и генерировать контент нейросетями
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2025-12-04__PR-стратегия_и_личный_бренд_для_агентства_как_привлекать_крупных_клиентов.txt	IJRJccZEr34	6170	Личный-бренд-и-контент	Личный-бренд-и-экспертность	PR-стратегия и личный бренд для агентства: как привлекать крупных клиентов
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2026-02-04__Репутационный_маркетинг_3.0_SERM,_ORM_и_GEO_в_единую_систему_(DV-индекс_видимост.txt	pW9-Rse-eXs	2351	Личный-бренд-и-контент	PR-и-репутация	Репутационный маркетинг 3.0: SERM, ORM и GEO в единую систему (DV-индекс видимости)
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2024-03-07__Как_digital-специалисту_продавать_свои_услуги_через_личный_блог.txt	oJ_mRuuBvhY		Личный-бренд-и-контент	Личный-бренд-и-экспертность	Как digital-специалисту продавать свои услуги через личный блог?
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2024-08-02__Как_выбрать_проморайтера_или_научиться_писать_крутые_промопосты_самому.txt	gPW5mfcs8pU		Личный-бренд-и-контент	Личный-бренд-и-экспертность	Как выбрать проморайтера или научиться писать крутые промопосты самому?
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2026-07-10__Записная_книжка_как_нетворкинг_и_личный_бренд_помогают_агентству_расти_x2.txt	PJK7V-OmOUk	7084	Личный-бренд-и-контент	Личный-бренд-и-экспертность	Записная книжка: как нетворкинг и личный бренд помогают агентству расти x2
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2025-07-28__Экспертный_контент_для_digital-агентства_7_мощных_инструментов,_кейсы_и_частые_ошибки.txt	FpVmbTRitww		Личный-бренд-и-контент	Личный-бренд-и-экспертность	Экспертный контент для digital-агентства: 7 мощных инструментов, кейсы и частые ошибки
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Личный-бренд-и-контент/2025-08-13__Как_создавать_рекламные_креативы_без_копирайтера_с_помощью_ИИ.txt	htvR0uJclpA	1892	Личный-бренд-и-контент	Креативы-и-баннерная-слепота	Как создавать рекламные креативы без копирайтера с помощью ИИ
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2025-07-30__Стратегии_улучшения_UX_с_помощью_Roistat.txt	3wjdKWWhwKA	4213	Лендинги-и-конверсия	Лендинги-и-прототипы	Стратегии улучшения UX с помощью Roistat
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2026-06-10__Квиз_как_идеальная_посадочная_под_разные_типы_трафика_почему_конверсия_квиза_рас.txt	dQG8ofOpOAc	1765	Лендинги-и-конверсия	Лендинги-и-прототипы	Квиз как идеальная посадочная под разные типы трафика: почему конверсия квиза растёт, ветвление и сегментация, кейсы по нишам, сигналы для алгоритмов Яндекса, квиз-магазин и интеграции
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2025-07-09__Гиперсегментация_необходимый_инструмент_в_платном_трафике.txt	n3DFlyOiTxc	8444	Лендинги-и-конверсия	Стратегия-и-медиапланирование	Гиперсегментация — необходимый инструмент в платном трафике
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2026-07-22__Какие_креативы_в_таргетированной_рекламе_побеждают_баннерную_слепоту.txt	WKhNgjofKew	6954	Лендинги-и-конверсия	Креативы-и-баннерная-слепота	Какие креативы в таргетированной рекламе побеждают баннерную слепоту
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2024-08-11__Сколько_стоит_хороший_лендинг_и_как_выбрать_крутого_подрядчика.txt	aFAeCAJ8T-8		Лендинги-и-конверсия	Лендинги-и-прототипы	Сколько стоит хороший лендинг и как выбрать крутого подрядчика?
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2024-06-07__Продающие_лендинги_реальные_кейсы.txt	71M5QK65m_A		Лендинги-и-конверсия	Лендинги-и-прототипы	Продающие лендинги: реальные кейсы
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2024-08-13__Что_влияет_на_конверсию_лендинга_и_как_ее_повысить.txt	w-oRENC9aqg		Лендинги-и-конверсия	Лендинги-и-прототипы	Что влияет на конверсию лендинга и как ее повысить?
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2026-03-12__Где_бизнес_теряет_деньги_между_кликом_и_оплатой_конверсия,_скорость_ответа_и_авт.txt	lmPExkGwMUc	1922	Лендинги-и-конверсия	Конверсия-и-путь-клиента	Где бизнес теряет деньги между кликом и оплатой: конверсия, скорость ответа и автоматизация
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2026-03-12__Куда_девается_трафик_слабые_места_маркетинга,_где_бизнес_теряет_деньги_после_кли.txt	lmPExkGwMUc	414	Лендинги-и-конверсия	Конверсия-и-путь-клиента	Куда девается трафик: слабые места маркетинга, где бизнес теряет деньги после клика
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2026-06-25__Как_довести_заявки_из_Директа_до_продажи_качество_трафика_и_квал-лиды_против_деш.txt	VCfJw0HqFj0	3955	Лендинги-и-конверсия	Контекст-и-Яндекс-Директ	Как довести заявки из Директа до продажи: качество трафика и квал-лиды против дешёвого CPL, сильный оффер и посадочная, переписывание объявлений на языке клиента через глубинные интервью, отстройка от реальных конкурентов, роль органики в B2B
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2024-08-18__Как_завоевать_доверие_посетителя_лендинга.txt	ZMJubooJHTA		Лендинги-и-конверсия	Лендинги-и-прототипы	Как завоевать доверие посетителя лендинга?
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2024-04-26__Современные_товарные_лендинги_что_важно_учесть_при_разработке.txt	KXaQ5woJgBQ		Лендинги-и-конверсия	Лендинги-и-прототипы	Современные товарные лендинги: что важно учесть при разработке
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2024-05-29__На_что_обращать_внимание_при_аудите_лендинга_клиента.txt	LO1CEY5akW0		Лендинги-и-конверсия	Лендинги-и-прототипы	На что обращать внимание при аудите лендинга клиента?
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2025-08-07__Создание_сайтов_с_помощью_ИИ_генератор_Craftum_AI.txt	jsBUj75fHaA	1862	Лендинги-и-конверсия	Лендинги-и-прототипы	Создание сайтов с помощью ИИ: генератор Craftum AI
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2024-06-04__Как_сделать_лендинг_под_все_услуги_компании.txt	lbTVad-4Kwc		Лендинги-и-конверсия	Лендинги-и-прототипы	Как сделать лендинг под все услуги компании?
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2024-02-09__Как_измерить_эффективность_лендинга_количественные_и_качественные_метрики.txt	ulKgsBBfjc4		Лендинги-и-конверсия	Лендинги-и-прототипы	Как измерить эффективность лендинга: количественные и качественные метрики
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2024-02-11__Как_выбрать_дизайн_для_лендинга_и_не_пожалеть.txt	TjBhS-75NP8		Лендинги-и-конверсия	Лендинги-и-прототипы	Как выбрать дизайн для лендинга и не пожалеть?
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2024-08-10__Как_делаются_лендинги_с_высокой_конверсией.txt	OXc01ViSHRQ		Лендинги-и-конверсия	Лендинги-и-прототипы	Как делаются лендинги с высокой конверсией?
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2024-02-10__Сильные_и_слабые_офферы_для_лендингов.txt	-UWBlPpXroU		Лендинги-и-конверсия	Лендинги-и-прототипы	Сильные и слабые офферы для лендингов
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2024-04-22__Преодоление_баннерной_слепоты_как_способ_увеличить_конверсию_лендинга.txt	JtvKLi5K7QY		Лендинги-и-конверсия	Лендинги-и-прототипы	Преодоление баннерной слепоты как способ увеличить конверсию лендинга
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2024-05-31__Пошаговый_алгоритм_создания_лендинга.txt	dso5bT_rZ2I		Лендинги-и-конверсия	Лендинги-и-прототипы	Пошаговый алгоритм создания лендинга
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2024-04-24__Как_заставить_пользователей_прокрутить_лендинг_до_конца.txt	Ereqn0A5APk		Лендинги-и-конверсия	Лендинги-и-прототипы	Как заставить пользователей прокрутить лендинг до конца?
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2024-01-31__Аналитика_посадочной_страницы_перед_запуском_рекламного_трафика.txt	uqECb6txp7c		Лендинги-и-конверсия	Лендинги-и-прототипы	Аналитика посадочной страницы перед запуском рекламного трафика
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2026-02-17__Жизнь_после_клика_ретаргетинг_и_стратегии_возврата_внимания.txt	ElZriPa_Ra0	250	Лендинги-и-конверсия	Конверсия-и-путь-клиента	Жизнь после клика: ретаргетинг и стратегии возврата внимания
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Лендинги-и-конверсия/2024-02-08__Что_делать,_если_лендинг_не_приносит_заявок.txt	nHyTC5f1It0		Лендинги-и-конверсия	Лендинги-и-прототипы	Что делать, если лендинг не приносит заявок?
